OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"863",12.2210499625,-15.6372900249,11226.3047924,"40","354",GNB.NO,GNB_North,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22"
"864",11.4545273234,-15.2126623756,7015.5018247,"30","355",GNB.SO,GNB_South,"0",GNB-OO,Guinea-Bissau,GNB,"22","2",Africa,GNB,Guinea-Bissau,"1","2","22"
"865",39.1184712243,22.8866060497,125655.868501,"140","357",GRC,Greece,"0",GRC-OO,Greece,GRC,"13","1",Europe,GRC,Greece,"3","2","29"
"866",12.1137476821,-61.6837760659,316.624460488,"157","358",GRD,Grenada,"1",WIN-GR,Grenada,WIN,"81","8",Southern America,GRD,Grenada,"2","1","1"
"867",76.1822127934,-43.6665544088,248822.580367,"146","359",GRL,Greenland,"1",GNL-OO,Greenland,GNL,"70","7",Northern America,GRL,Greenland,"3","0","1997"
"868",3.92862091003,-53.2456816049,83360.8680083,"255","360",GUF,French Guiana,"0",FRG-OO,French Guiana,FRG,"82","8",Southern America,GUF,French Guiana,"2","2","2390"
"869",13.4435366078,144.77703828,549.410644206,"866","361",GUM,Guam,"1",MRN-GU,Guam,MRN,"62","6",Pacific,GUM,Guam,"2","2","103"
"870",4.77707848626,-58.9814437011,209432.705813,"104","362",GUY,Guyana,"0",GUY-OO,Guyana,GUY,"82","8",Southern America,GUY,Guyana,"2","2","2390"
"873",45.0511628418,16.4117799917,55888.9097498,"99","364",HRV,Croatia,"0",YUG-CR,Croatia,YUG,"13","1",Europe,HRV,Croatia,"2","2","2403"
"874",18.8428991626,-73.0463618956,686.552103742,"114","365",HTI.GO,Gonave,"1",HAI-HA,Haiti,HAI,"81","8",Southern America,HTI,Haiti,"2","1","1"
"875",20.0449226196,-72.7891242505,182.494749966,"114","366",HTI.TI,"Tortuga Island, Haiti","1",HAI-HA,Haiti,HAI,"81","8",Southern America,HTI,Haiti,"2","1","1"
"876",47.1677439102,19.4255648013,92352.5969886,"146","367",HUN,Hungary,"0",HUN-OO,Hungary,HUN,"11","1",Europe,HUN,Hungary,"2","2","29"
"877",-2.21665027366,117.25763828,1839025.0602,"513","368",IDN,Indonesia,"1",000-02,Indonesia,"2","42","4",Asia-Tropical,IDN,Indonesia,"2","2","109"
"878",54.2284069053,-4.53784753357,576.92268581,"408","369",IMN,Isle of Man,"1",GRB-OO,Great Britain,GRB,"10","1",Europe,GBR,United Kingdom of Great Britain and Northern Ireland (the),"1","2","116"
"879",11.1513172375,92.9687572312,7219.12148186,"96","370",IND.AAN,Andaman and Nicobar,"1",000-03,Andaman and Nicobar,"3","41","4",Asia-Tropical,IND,India,"2","2","2415"
"880",16.6054850048,79.5838711821,275155.643142,"228","371",IND.ANP,Andhra Pradesh,"0",IND-AP,Andhra Pradesh,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"881",28.032933099,94.6628096187,81998.0934247,"137","372",IND.ARP,Arunachal Pradesh,"0",EHM-AP,Arunachal Pradesh,EHM,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"882",26.3430083078,92.8311219614,79091.1419605,"152","373",IND.ASS,Assam,"0",ASS-AS,Assam,ASS,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"883",25.6318339011,85.5950852422,97526.4004691,"144","374",IND.BIH,Bihar,"0",IND-BI,Bihar,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"884",30.7260050548,76.7718066218,134.878350785,"127","375",IND.CHA,Chandigarh,"0",IND-CH,Chandigarh,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"885",21.2192203723,82.0728978796,139988.693627,"121","376",IND.CHH,Chhattisgarh,"0",IND-CT,Chattisgarh,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"886",28.6390544918,77.0983483151,1274.49397679,"142","377",IND.DEL,Delhi,"0",IND-DE,Delhi,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"887",15.3580426376,74.0801634979,4187.1528343,"181","378",IND.GOA,Goa,"0",IND-GO,Goa,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"888",22.7042499892,71.5555796833,185027.683695,"160","379",IND.GUJ,Gujarat,"0",IND-GU,Gujarat,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"889",29.1922736186,76.3241273659,44082.6404968,"152","380",IND.HAR,Haryana,"0",IND-HA,Haryana,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"890",31.9116846903,77.2517555837,55172.8664085,"556","381",IND.HIP,Himachal Pradesh,"0",WHM-HP,Himachal Pradesh,WHM,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"891",33.7532515782,76.6242686739,106213.819024,"192","382",IND.JAK,Jammu and Kashmir,"0",WHM-JK,Jammu-Kashmir,WHM,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"892",23.6192915407,85.5885404138,75639.8828692,"117","383",IND.JHA,Jharkhand,"0",IND-JK,Jharkhand,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"893",14.6868057854,76.1847709495,189305.076304,"271","384",IND.KAR,Karnataka,"0",IND-KT,Karnataka,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"894",10.4681154402,76.4043079223,38568.6014511,"289","385",IND.KER,Kerala,"0",IND-KE,Kerala,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"895",9.44684464827,72.9019697252,37.8541913341,"17","386",IND.LAK,Lakshadweep,"1",LDV-OO,Laccadive Is.,LDV,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"896",19.4506333911,76.1327073316,313051.217746,"282","387",IND.MAH,Maharashtra,"0",IND-MR,Maharashtra,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"897",24.7249985564,93.8836105365,21738.2738422,"134","388",IND.MAN,Manipur,"0",ASS-MA,Manipur,ASS,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"898",23.5450572657,78.2709862698,305277.766035,"151","389",IND.MAP,Madhya Pradesh,"0",IND-MP,Madhya Pradesh,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"899",25.5351576232,91.2801058376,22508.78515,"149","390",IND.MEG,Meghalaya,"0",ASS-ME,Meghalaya,ASS,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"900",23.2978684231,92.8309400686,20868.580018,"129","391",IND.MIZ,Mizoram,"0",ASS-MI,Mizoram,ASS,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"901",26.0462689026,94.4498155169,16649.492877,"134","392",IND.NAG,Nagaland,"0",ASS-NA,Nagaland,ASS,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"902",20.5664813538,84.5043074438,148980.50514,"198","393",IND.ODI,Orissa,"0",IND-OR,Orissa,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"903",11.9696452836,79.9463478089,557.935325252,"134","394",IND.PUD,Puducherry,"0",000-09,Puducherry,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"904",30.8467260525,75.4150617269,50989.2646197,"160","395",IND.PUN,Punjab,"0",IND-PU,Punjab,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"905",26.5857465665,73.8491076901,341998.735987,"169","396",IND.RAJ,Rajasthan,"0",IND-RA,Rajasthan,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"906",27.5632680663,88.4662806247,7259.68587234,"157","397",IND.SIK,Sikkim,"0",EHM-SI,Sikkim,EHM,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"907",11.0056406457,78.4045349981,130124.460765,"331","398",IND.TAN,Tamil Nadu,"0",IND-TN,Tamil Nadu,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"908",23.7405158464,91.7350066515,10445.5335004,"127","399",IND.TRI,Tripura,"0",ASS-TR,Tripura,ASS,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"911",23.79838606,87.9916169434,85283.6182139,"192","402",IND.WBE,West Bengal,"0",IND-WB,West Bengal,IND,"40","4",Asia-Tropical,IND,India,"2","2","2415"
"913",65.0974312227,-15.0367210612,15507.2035022,"42","404",ISL.IAU,"East province, Iceland","1",ICE-OO,Iceland,ICE,"10","1",Europe,ISL,Iceland,"3","0","134"
"914",64.591330004,-18.3409488983,17424.8978104,"6","405",ISL.IMI,"Central Highlands, Iceland","1",ICE-OO,Iceland,ICE,"10","1",Europe,ISL,Iceland,"3","0","134"
"915",65.6070681664,-18.1939896558,24646.2028563,"48","406",ISL.INO,"North province, Iceland","1",ICE-OO,Iceland,ICE,"10","1",Europe,ISL,Iceland,"3","0","134"
"916",65.8068755236,-22.7503826288,6937.52677103,"32","407",ISL.INV,"North-West province, Iceland","1",ICE-OO,Iceland,ICE,"10","1",Europe,ISL,Iceland,"3","0","134"
"917",63.900233719,-19.8030819059,9931.31471387,"49","408",ISL.ISU,"South province, Iceland","1",ICE-OO,Iceland,ICE,"10","1",Europe,ISL,Iceland,"3","0","134"
"918",64.6887033301,-21.8828830329,10470.6330894,"51","409",ISL.IVE,"Westprovince, Iceland","1",ICE-OO,Iceland,ICE,"10","1",Europe,ISL,Iceland,"3","0","134"
"919",31.4439598389,34.9960339868,21900.9283218,"103","410",ISR,Israel,"0",PAL-IS,Israel,PAL,"34","3",Asia-Temperate,ISR,Israel,"1","2","2409"
"920",43.5247901062,12.1624490114,250408.926574,"492","411",ITA.ITA,Italy (mainland),"0",ITA-IT,Italy,ITA,"13","1",Europe,ITA,Italy,"3","2","29"
"921",40.0902244385,9.03622355657,23784.2012987,"120","412",ITA.SAR,Sardinia,"1",SAR-OO,Sardegna,SAR,"12","1",Europe,ITA,Italy,"1","2","2377"
"922",37.587634527,14.1554966646,25453.6253133,"146","413",ITA.SIC,Sicily,"1",SIC-SI,Sicilia,SIC,"13","1",Europe,ITA,Italy,"2","2","29"
"923",18.1570714175,-77.3104844786,10992.9789499,"23","414",JAM,Jamaica,"1",JAM-OO,Jamaica,JAM,"81","8",Southern America,JAM,Jamaica,"2","1","64"
"925",37.5511773936,137.97834761,373508.03403,"3300","416",JPN,Japan,"1",000-04,Japan,"4","38","3",Asia-Temperate,JPN,Japan,"1","2","2349"
"926",0.51708499814,37.8494241776,582172.827545,"433","417",KEN,Kenya,"0",KEN-OO,Kenya,KEN,"25","2",Africa,KEN,Kenya,"2","0","2410"
"927",41.4763182486,74.5919878828,200947.023435,"74","418",KGZ,Kyrgyzstan,"0",KGZ-OO,Kirgizistan,KGZ,"32","3",Asia-Temperate,KGZ,Kyrgyzstan,"2","2","73"
"928",1.85073687788,-157.353406313,468.965917162,"1","419",KIR.KII,"Kiritimati, Northern Line Islands","1",LIN-KI,Kiribati Line Is.,LIN,"61","6",Pacific,KIR,Kiribati,"1","2","135"
"929",5.88168184916,-162.074218294,4.2916069452,"8","420",KIR.PAL,"Palmyra, Norther Line Islands","1",LIN-KI,Kiribati Line Is.,LIN,"61","6",Pacific,KIR,Kiribati,"1","2","135"
"930",-2.81264105214,-171.673013768,12.2830755812,"47","421",KIR.PI.CA,"Canton, Phoenix Islands","1",PHX-OO,Phoenix Is.,PHX,"60","6",Pacific,KIR,Kiribati,"2","2","118"
"931",-3.12749195243,-171.085398472,6.56324208675,"6","422",KIR.PI.EB,"Enderbury, Phoenix Islands","1",PHX-OO,Phoenix Is.,PHX,"60","6",Pacific,KIR,Kiribati,"2","2","118"
"932",-4.67478001462,-174.522235657,4.99799539249,"11","423",KIR.PI.GA,"Gardner, Phoenix Islands","1",PHX-OO,Phoenix Is.,PHX,"60","6",Pacific,KIR,Kiribati,"2","2","118"
"933",-4.51477122346,-172.18303896,8.0994500899,"22","424",KIR.PI.HU,"Hull, Phoenix Islands","1",PHX-OO,Phoenix Is.,PHX,"60","6",Pacific,KIR,Kiribati,"2","2","118"
"934",-3.59521943725,-174.12274095,0.66126928727,"1","425",KIR.PI.MK,"McKean, Phoenix Islands","1",PHX-OO,Phoenix Is.,PHX,"60","6",Pacific,KIR,Kiribati,"2","2","118"
"935",-4.45540069052,-171.244439721,9.03161762584,"11","426",KIR.PI.SY,"Sydney, Phoenix Islands","1",PHX-OO,Phoenix Is.,PHX,"60","6",Pacific,KIR,Kiribati,"2","2","118"
"936",3.85110559835,-159.296777328,31.1907567295,"5","427",KIR.TAB,Tabueran,"1",LIN-KI,Kiribati Line Is.,LIN,"61","6",Pacific,KIR,Kiribati,"1","2","135"
"937",4.68379800823,-160.379609174,14.7026036895,"4","428",KIR.TER,"Teraina, Norther Line Islands","1",LIN-KI,Kiribati Line Is.,LIN,"61","6",Pacific,KIR,Kiribati,"1","2","135"
"938",17.3392274285,-62.7650594627,171.759943643,"104","429",KNA.KI,Saint Kitts,"1",LEE-SK,St.Kitts-Nevis,LEE,"81","8",Southern America,KNA,Saint Kitts and Nevis,"2","1","1"
"939",17.1503601177,-62.5864697899,95.468543001,"23","430",KNA.NE,Nevis,"1",LEE-SK,St.Kitts-Nevis,LEE,"81","8",Southern America,KNA,Saint Kitts and Nevis,"2","1","1"
"940",36.4025502085,127.856556988,94888.9553863,"310","431",KOR,"Korea, Republic of","0",KOR-SK,South Korea,KOR,"38","3",Asia-Temperate,KOR,Korea (the Republic of),"2","2","2336"
"941",18.5016489199,103.758081867,230316.151427,"212","432",LAO,Lao People's Democratic Republic,"0",LAO-OO,Laos,LAO,"41","4",Asia-Tropical,LAO,Lao People's Democratic Republic (the),"1","1","88"
"942",6.44204415416,-9.31068120748,95175.5671621,"157","433",LBR,Liberia,"0",LBR-OO,Liberia,LBR,"22","2",Africa,LBR,Liberia,"1","2","139"
"943",27.0289433841,18.0225936103,1619009.66008,"48","434",LBY,Libyan Arab Jamahiriya,"0",LBY-OO,Libya,LBY,"20","2",Africa,LBY,Libya,"1","2","139"
"944",13.8984333606,-60.9667735281,614.172141096,"294","435",LCA,Saint Lucia,"1",WIN-SL,St.Lucia,WIN,"81","8",Southern America,LCA,Saint Lucia,"2","1","1"
"945",47.1424631705,9.55380476669,162.039064523,"78","436",LIE,Liechtenstein,"0",AUT-LI,Liechtenstein,AUT,"11","1",Europe,LIE,Liechtenstein,"2","2","29"
"946",7.61591460669,80.7031628582,66291.2104545,"394","437",LKA,Sri Lanka,"1",SRL-OO,Sri Lanka,SRL,"40","4",Asia-Tropical,LKA,Sri Lanka,"2","2","110"
"947",-29.583136663,28.2227173497,30736.7039196,"580","438",LSO,Lesotho,"0",LES-OO,Lesotho,LES,"27","2",Africa,LSO,Lesotho,"3","2","100"
"948",55.3356707045,23.8981208621,65010.3481621,"259","439",LTU,Lithuania,"0",BLT-LI,Lithuania,BLT,"14","1",Europe,LTU,Lithuania,"2","2","29"
"949",49.7798203192,6.1102038904,2585.61475212,"105","440",LUX,Luxembourg,"0",BGM-LU,Luxembourg,BGM,"11","1",Europe,LUX,Luxembourg,"3","2","29"
"950",56.8575350439,24.9294257299,64643.1793057,"281","441",LVA,Latvia,"0",BLT-LA,Latvia,BLT,"14","1",Europe,LVA,Latvia,"3","2","29"
"951",31.8964060925,-6.32364022716,405714.670076,"177","442",MAR,Morocco,"0",MOR-MO,Morocco,MOR,"20","2",Africa,MAR,Morocco,"1","2","139"
"952",47.1938707866,28.4739305383,33687.7736624,"193","443",MDA,Republic of Moldova,"0",UKR-MO,Moldova,UKR,"14","1",Europe,MDA,Moldova (the Republic of),"2","2","29"
"953",-19.37316753,46.7059983133,592983.883627,"667","444",MDG,Madagascar,"1",MDG-OO,Madagascar,MDG,"29","2",Africa,MDG,Madagascar,"1","2","139"
"954",22.010787177,-102.36249261,5594.61598074,"174","445",MEX.AGU,Aguascalientes,"0",MXE-AG,Aguascalientes,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"955",30.5405381441,-115.093974754,72650.4232124,"265","923",MEX.BCN,Baja California Norte,"0",MXN-BC,Baja California,MXN,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"957",18.872453605,-90.4331677935,50080.8996626,"307","447",MEX.CAM,Campeche,"0",MXT-CA,Campeche,MXT,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"958",28.8030287827,-106.444314417,247593.30364,"323","448",MEX.CHH,Chihuahua,"0",MXE-CU,Chihuahua,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"959",16.4989734403,-92.4652804076,73520.5173425,"666","449",MEX.CHP,Chiapas,"0",MXT-CI,Chiapas,MXT,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"960",27.3066241355,-102.033558514,150595.724945,"343","450",MEX.COA,Coahuila,"0",MXE-CO,Coahuila,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"961",19.1370875791,-103.917965563,5729.71398284,"243","451",MEX.COL,Colima,"0",MXS-CL,Colima,MXS,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"963",24.9351945408,-104.920014713,120423.346609,"230","453",MEX.DUR,Durango,"0",MXE-DU,Durango,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"964",17.6669933729,-99.9020644378,64416.736288,"326","454",MEX.GRO,Guerrero,"0",MXS-GR,Guerrero,MXS,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"965",20.8936872982,-101.021380708,30381.9736591,"260","455",MEX.GUA,Guanajuato,"0",MXE-GU,Guanajuato,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"966",20.4715168246,-98.8712664216,21220.4929785,"396","456",MEX.HID,Hidalgo,"0",MXE-HI,Hidalgo,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"967",20.5986114108,-103.622110047,79627.7175723,"497","457",MEX.JAL,Jalisco,"0",MXS-JA,Jalisco,MXS,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"969",19.2110408027,-101.879532369,59437.2430274,"517","459",MEX.MIC,MichoacΓ‘n,"0",MXS-MI,MichoacΒ n,MXS,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"970",18.7581426396,-99.0693349291,4992.12318605,"444","460",MEX.MOR,Morelos,"0",MXC-MO,Morelos,MXC,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"971",21.8491747655,-104.913801847,27409.5270965,"291","461",MEX.NAY,Nayarit,"0",MXS-NA,Nayarit,MXS,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"972",25.5773652582,-99.9591457854,65042.9830098,"354","462",MEX.NLE,Nuevo LeΓ³n,"0",MXE-NL,Nuevo LeΒ’n,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"973",16.9594823298,-96.4313243892,92407.4974238,"548","463",MEX.OAX,Oaxaca,"0",MXS-OA,Oaxaca,MXS,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"974",19.0016073486,-97.8853447482,34260.2157919,"468","464",MEX.PUE,Puebla,"0",MXC-PU,Puebla,MXC,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"975",20.8446611261,-99.8464985207,12061.3051273,"374","465",MEX.QUE,QuerΓ©taro,"0",MXE-QU,Querβtaro,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"976",19.5584582007,-88.2551289083,51058.6040158,"248","466",MEX.ROO,Quintana Roo,"0",MXT-QR,Quintana Roo,MXT,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"977",25.0217860237,-107.48280192,57519.8102215,"321","467",MEX.SIN,Sinaloa,"0",MXN-SI,Sinaloa,MXN,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"978",22.6155781261,-100.438233946,63980.515282,"434","468",MEX.SLP,San Luis PotosΓ­,"0",MXE-SL,San Luis PotosΒ‘,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"979",18.7917510998,-110.975065551,135.995697992,"47","469",MEX.SOC,Socorro,"1",MXI-RG,Revillagigedo Is.,MXI,"79","7",Northern America,MEX,Mexico,"2","2","76"
"980",29.7129269741,-110.816367998,180607.059373,"342","470",MEX.SON,Sonora,"0",MXN-SO,Sonora,MXN,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"981",17.9463043289,-92.575688989,24003.177694,"313","471",MEX.TAB,Tabasco,"0",MXT-TB,Tabasco,MXT,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"982",24.298193202,-98.6218103367,79328.6201834,"365","472",MEX.TAM,Tamaulipas,"0",MXE-TA,Tamaulipas,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"1290",45.3871575346,-69.2304646816,84386.1003953,"933","774",USA.ME,Maine,"0",MAI-OO,Maine,MAI,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1291",44.8804754392,-85.7361383681,250775.92452,"1131","775",USA.MI,Michigan,"0",MIC-OO,Michigan,MIC,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1292",46.3478823792,-94.1990579988,225001.884914,"633","776",USA.MN,Minnesota,"0",MIN-OO,Minnesota,MIN,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1293",38.3743105416,-92.4904783528,180413.838228,"944","777",USA.MO,Missouri,"0",MSO-OO,Missouri,MSO,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1294",32.75758366,-89.6730790912,123923.498571,"826","778",USA.MS,Mississippi,"0",MSI-OO,Mississippi,MSI,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1295",47.0318359784,-109.637958794,379494.626971,"592","779",USA.MT,Montana,"0",MNT-OO,Montana,MNT,"73","7",Northern America,USA,United States of America (the),"3","0","1997"
"1296",35.5512648979,-79.3873865508,127892.55275,"1143","780",USA.NC,North Carolina,"0",NCA-OO,North Carolina,NCA,"78","7",Northern America,USA,United States of America (the),"3","0","1997"
"1297",47.4474653296,-100.459355516,182562.369505,"344","781",USA.ND,North Dakota,"0",NDA-OO,North Dakota,NDA,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1298",41.5278215604,-99.7924089617,200135.014715,"500","782",USA.NE,Nebraska,"0",NEB-OO,Nebraska,NEB,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1299",43.6905663693,-71.5790853098,24194.3444674,"718","783",USA.NH,New Hampshire,"0",NWH-OO,New Hampshire,NWH,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1300",18.403234569,-75.0136181539,5.17264671994,"30","784",USA.NI,Navassa Island,"1",HAI-NI,Navassa I.,HAI,"81","8",Southern America,UMI,United States Minor Outlying Islands (the),"3","0","14"
"1301",40.1929262079,-74.6648512506,19713.4382732,"1229","785",USA.NJ,New Jersey,"0",NWJ-OO,New Jersey,NWJ,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1302",34.4230264021,-106.107716565,315098.673758,"577","786",USA.NM,New Mexico,"0",NWM-OO,New Mexico,NWM,"77","7",Northern America,USA,United States of America (the),"3","0","1997"
"1303",39.3582249336,-116.652089203,286612.21426,"447","787",USA.NV,Nevada,"0",NEV-OO,Nevada,NEV,"76","7",Northern America,USA,United States of America (the),"3","0","1997"
"1304",42.9964863012,-75.696485154,136923.375682,"1674","788",USA.NY,New York,"0",NWY-OO,New York,NWY,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1305",40.4157362385,-82.7074072264,116428.022614,"1189","789",USA.OH,Ohio,"0",OHI-OO,Ohio,OHI,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1306",35.5843760404,-97.5097226979,181141.224079,"574","790",USA.OK,Oklahoma,"0",OKL-OO,Oklahoma,OKL,"74","7",Northern America,USA,United States of America (the),"3","0","1997"
"1307",43.9402097271,-120.541031284,251314.582273,"1157","791",USA.OR,Oregon,"0",ORE-OO,Oregon,ORE,"73","7",Northern America,USA,United States of America (the),"3","0","1997"
"1308",40.8984840764,-77.84132464,119356.875114,"1454","792",USA.PA,Pennsylvania,"0",PEN-OO,Pennsylvania,PEN,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"1309",41.6847978523,-71.5598702533,2735.74372131,"717","793",USA.RI,Rhode Island,"0",RHO-OO,Rhode I.,RHO,"75","7",Northern America,USA,United States of America (the),"3","0","1997"
"983",19.414874327,-98.1376002124,4078.93457416,"188","473",MEX.TLA,Tlaxcala,"0",MXC-TL,Tlaxcala,MXC,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"984",19.3746284308,-96.403082434,71073.1834307,"745","474",MEX.VER,Veracruz,"0",MXG-VC,Veracruz,MXG,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"985",20.7781178962,-88.9409799737,37855.7862743,"297","475",MEX.YUC,YucatΓ‘n,"0",MXT-YU,YucatΒ n,MXT,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"986",23.3091767723,-102.699628788,74817.1829758,"233","476",MEX.ZAC,Zacatecas,"0",MXE-ZA,Zacatecas,MXE,"79","7",Northern America,MEX,Mexico,"2","2","2370"
"987",11.1272259024,166.433006505,5.15518265672,"8","477",MHL.AA,Ailinginae Atoll,"1",MRS-OO,Marshall Is.,MRS,"62","6",Pacific,MHL,Marshall Islands (the),"2","2","104"
"988",11.4977411742,162.296158314,10.1582011062,"21","478",MHL.ENI,"Eniwetok, Mashall Islands","1",MRS-OO,Marshall Is.,MRS,"62","6",Pacific,MHL,Marshall Islands (the),"2","2","115"
"989",7.11907417352,171.21602431,22.2783885153,"15","479",MHL.MA,"Majuro Atoll, Marshall Islands","1",MRS-OO,Marshall Is.,MRS,"62","6",Pacific,MHL,Marshall Islands (the),"2","2","131"
"990",11.2942113296,166.875865504,11.3616901786,"35","480",MHL.RA,Rongelap Atoll,"1",MRS-OO,Marshall Is.,MRS,"62","6",Pacific,MHL,Marshall Islands (the),"2","2","104"
"991",41.5930785603,21.6995551513,25327.6087915,"6","481",MKD,The former Yugoslav Republic of Macedonia,"0",YUG-MA,Macedonia,YUG,"13","1",Europe,MKD,Macedonia (the former Yugoslav Republic of),"1","2","29"
"992",17.3477449768,-3.52228927293,1256003.59005,"82","482",MLI,Mali,"0",MLI-OO,Mali,MLI,"22","2",Africa,MLI,Mali,"1","2","139"
"993",35.8905226177,14.4419224618,294.394649465,"105","483",MLT,Malta,"1",SIC-MA,Malta,SIC,"13","1",Europe,MLT,Malta,"2","2","29"
"994",17.5996081654,145.832866593,13.8598013107,"71","484",MNP.AG,"Alamagan, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"995",18.7722076476,145.668424314,46.9022905535,"72","485",MNP.AH,"Agrihan, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"996",19.6831171211,145.419244598,18.8455634758,"16","486",MNP.AI,"Asuncion Island, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"997",14.8524524206,145.558807068,7.55291954689,"33","487",MNP.AJ,"Aguijan, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"998",16.3522456795,145.676875965,35.131149659,"55","488",MNP.AT,"Anatahan, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"999",20.5449115984,144.8937948,2.78860589505,"1","489",MNP.FP,"Farallon de Pajaros, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
"1000",17.3097820322,145.841330985,4.58141330181,"11","490",MNP.GG,"Guguan, Marianas","1",MRN-NM,Northern Marianas,MRN,"62","6",Pacific,MNP,Northern Mariana Islands (the),"2","2","103"
